1, 1166, 667
2, 625, 375
3, 292, 292
4, 208, 250
5, 250, 250
6, 209, 333
7, 292, 375
8, 209, 375
9, 250, 416
10, 208, 417
11, 208, 458
12, 208, 500
13, 208, 541
14, 250, 541
15, 209, 1000
16, 250, 625
17, 291, 625
18, 250, 666
19, 291, 750
20, 292, 708
21, 250, 791
22, 292, 2875
23, 334, 1125
24, 291, 916
25, 292, 917
26, 334, 1000
27, 291, 1583
28, 292, 1042
29, 333, 1084
30, 333, 1041
31, 292, 1125
32, 583, 1417
33, 375, 1208
34, 375, 3667
35, 375, 250
36, 375, 208
37, 375, 208
38, 500, 250
39, 375, 250
40, 375, 250
41, 375, 250
42, 375, 250
43, 375, 250
44, 416, 250
45, 1083, 250
46, 416, 250
47, 458, 291
48, 458, 250
49, 458, 291
50, 458, 666
51, 458, 250
52, 417, 292
53, 458, 292
54, 458, 292
55, 458, 292
56, 459, 333
57, 458, 291
58, 458, 334
59, 458, 292
60, 458, 334
61, 500, 292
62, 500, 334
63, 500, 334
64, 10750, 375
65, 625, 375
66, 542, 375
67, 542, 334
68, 500, 334
69, 500, 375
70, 541, 375
71, 542, 417
72, 542, 375
73, 542, 375
74, 583, 375
75, 583, 333
76, 583, 375
77, 542, 375
78, 1000, 375
79, 625, 375
80, 625, 375
81, 625, 750
82, 625, 375
83, 584, 417
84, 667, 375
85, 708, 500
86, 667, 417
87, 666, 458
88, 667, 417
89, 666, 416
90, 667, 417
91, 1209, 417
92, 667, 459
93, 666, 750
94, 666, 458
95, 625, 458
96, 666, 458
97, 708, 500
98, 709, 625
99, 708, 583
100, 667, 625
101, 5000, 625
102, 708, 625
103, 750, 625
104, 750, 625
105, 916, 625
106, 833, 667
107, 750, 625
108, 750, 625
109, 750, 625
110, 792, 667
111, 750, 625
112, 750, 666
113, 833, 666
114, 459, 667
115, 417, 625
116, 375, 667
117, 375, 708
118, 458, 625
119, 333, 667
120, 375, 667
121, 375, 3583
122, 375, 708
123, 375, 708
124, 334, 667
125, 375, 667
126, 375, 666
127, 375, 667
128, 333, 708
129, 375, 917
130, 375, 709
131, 375, 666
132, 375, 667
133, 375, 709
134, 375, 709
135, 375, 709
136, 375, 708
137, 417, 917
138, 375, 750
139, 417, 708
140, 375, 709
141, 417, 708
142, 375, 708
143, 458, 709
144, 375, 750
145, 458, 709
146, 417, 750
147, 416, 750
148, 417, 750
149, 417, 708
150, 417, 750
151, 416, 750
152, 417, 750
153, 417, 750
154, 417, 750
155, 458, 750
156, 458, 750
157, 459, 750
158, 458, 1041
159, 459, 792
160, 417, 792
161, 458, 750
162, 416, 791
163, 459, 750
164, 542, 792
165, 917, 792
166, 459, 792
167, 459, 750
168, 459, 792
169, 458, 792
170, 500, 1042
171, 500, 792
172, 458, 791
173, 458, 792
174, 500, 875
175, 541, 833
176, 500, 833
177, 458, 792
178, 458, 833
179, 458, 917
180, 500, 833
181, 500, 833
182, 500, 1083
183, 458, 833
184, 500, 833
185, 542, 875
186, 542, 2625
187, 500, 750
188, 500, 750
189, 500, 709
190, 500, 709
191, 542, 708
192, 500, 750
193, 542, 750
194, 500, 708
195, 500, 709
196, 541, 708
197, 500, 750
198, 500, 750
199, 542, 708
200, 584, 750
201, 542, 708
202, 500, 750
203, 541, 750
204, 541, 750
205, 542, 750
206, 541, 750
207, 541, 750
208, 541, 750
209, 958, 750
210, 541, 750
211, 542, 750
212, 583, 750
213, 500, 750
214, 541, 750
215, 541, 750
216, 541, 750
217, 542, 750
218, 583, 792
219, 584, 750
220, 625, 792
221, 583, 750
222, 583, 750
223, 583, 750
224, 542, 750
225, 542, 792
226, 583, 750
227, 625, 750
228, 583, 750
229, 584, 750
230, 583, 792
231, 583, 750
232, 625, 792
233, 625, 792
234, 625, 791
235, 584, 750
236, 625, 792
237, 625, 750
238, 584, 792
239, 584, 792
240, 625, 708
241, 625, 791
242, 625, 792
243, 625, 792
244, 625, 833
245, 958, 792
246, 625, 792
247, 625, 834
248, 667, 792
249, 667, 792
250, 667, 792
251, 625, 750
252, 625, 791
253, 625, 792
254, 708, 792
255, 667, 792
256, 709, 792
257, 958, 791
258, 666, 791
259, 666, 791
260, 666, 791
261, 667, 792
262, 625, 792
263, 667, 958
264, 667, 834
265, 667, 958
266, 708, 791
267, 666, 791
268, 666, 959
269, 750, 792
270, 667, 792
271, 709, 958
272, 708, 959
273, 708, 1000
274, 750, 1000
275, 667, 1000
276, 750, 1000
277, 1083, 1000
278, 750, 1000
279, 709, 1000
280, 708, 1000
281, 708, 1000
282, 708, 1000
283, 708, 1000
284, 709, 1042
285, 709, 1042
286, 708, 1041
287, 750, 1042
288, 750, 1041
289, 750, 1041
290, 750, 1041
291, 708, 1042
292, 750, 1042
293, 708, 1042
294, 708, 1083
295, 708, 1042
296, 708, 1084
297, 750, 1041
298, 791, 1083
299, 708, 1084
300, 750, 1083
301, 750, 1083
302, 750, 1125
303, 792, 1084
304, 791, 1084
305, 3042, 1125
306, 791, 1125
307, 791, 1083
308, 750, 1084
309, 792, 1042
310, 750, 1084
311, 750, 1084
312, 750, 1083
313, 750, 1083
314, 750, 1084
315, 750, 1083
316, 750, 1084
317, 833, 1084
318, 750, 1084
319, 791, 1083
320, 834, 1083
321, 791, 1125
322, 792, 1084
323, 791, 1125
324, 792, 1125
325, 791, 1083
326, 792, 1125
327, 791, 1125
328, 833, 1083
329, 792, 1125
330, 1166, 1125
331, 833, 1083
332, 791, 1125
333, 833, 1084
334, 833, 1125
335, 791, 1125
336, 792, 1125
337, 833, 1125
338, 834, 1125
339, 834, 1125
340, 833, 1084
341, 834, 1125
342, 833, 1084
343, 875, 1125
344, 875, 1125
345, 875, 1084
346, 875, 1125
347, 875, 1084
348, 875, 1125
349, 875, 1083
350, 875, 1083
351, 875, 1125
352, 875, 1084
353, 833, 1125
354, 1167, 1125
355, 875, 1125
356, 875, 1125
357, 875, 1125
358, 792, 1125
359, 875, 1125
360, 916, 1125
361, 875, 1125
362, 917, 1166
363, 875, 1125
364, 875, 1125
365, 875, 1125
366, 917, 1125
367, 875, 1125
368, 917, 1125
369, 875, 1125
370, 958, 1166
371, 959, 1334
372, 917, 1333
373, 917, 1333
374, 916, 1333
375, 917, 1334
376, 1000, 1375
377, 1209, 1375
378, 917, 1333
379, 958, 1375
380, 917, 1334
381, 917, 1375
382, 916, 1375
383, 958, 1375
384, 917, 1333
385, 959, 1333
386, 958, 1333
387, 917, 1334
388, 916, 1375
389, 916, 1375
390, 917, 1375
391, 958, 1375
392, 916, 1416
393, 958, 1375
394, 959, 1417
395, 958, 1375
396, 958, 1416
397, 958, 1416
398, 1209, 1417
399, 958, 1416
400, 959, 1417
401, 958, 1459
402, 958, 1417
403, 959, 1417
404, 958, 1416
405, 959, 1417
406, 958, 1416
407, 1000, 1459
408, 1000, 1416
409, 959, 1417
410, 1000, 1459
411, 1000, 1416
412, 1000, 1417
413, 1000, 1458
414, 1000, 1458
415, 1000, 1416
416, 1000, 1416
417, 1000, 1417
418, 30666, 1541
419, 1041, 1458
420, 1083, 1458
421, 1041, 1458
422, 1042, 1458
423, 1042, 1417
424, 1042, 1458
425, 1000, 1375
426, 1041, 1458
427, 1041, 1458
428, 1083, 1417
429, 1084, 1459
430, 1083, 1458
431, 1083, 1458
432, 1041, 1459
